id,Name,Mon,Tues,Weds,Thurs,Fri,Sat,Sun,Address_1,Address_2,Address_3,Address_4,Address_5,Postcode,Tel,type,part_of
3643027,Potters Funeral Service,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,63 Old Lane,Birkenshaw,,Bradford,West Yorkshire,BD11 2JN,01274 681 555,funerals,The Co-operative Group
3643028,Powis & Son Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,30 Wales Road,Kiveton Park,,Sheffield,South Yorkshire,S26 6RD,01909 770 353,funerals,The Co-operative Group
3643029,Rackhams Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,11 Exchange Street,,,Harleston,Norfolk,IP20 9AB,01379 853 094,funerals,The Co-operative Group
3643030,Rackhams Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,The Waveney Chapel,Stanley Road,,Diss,Norfolk,IP22 4BN,01379 642 321,funerals,The Co-operative Group
3643031,R. G. Rawlings,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,5 Woodlands Road,,,Clevedon,North Somerset,BS21 7QD,01275 873 210,funerals,The Co-operative Group
3643032,Rees Davies & Son Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,32-34 Port Tennant Road,,,Port Tennant,Swansea,SA1 8JF,01792 456 976,funerals,The Co-operative Group
3643033,R. E. Jones,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,17 Ashton Lane,,,Sale,Cheshire,M33 6NP,0161 973 1536,funerals,The Co-operative Group
3643034,Relph's Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Arden House,116/122 Blackburn Road,,Bolton,Lancashire,BL1 8DW,01204 523 488,funerals,The Co-operative Group
3643035,R. Hallum,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,By Appointment,By Appointment,Caro Cottage,54 Brookley Road,,Brockenhurst,Hampshire,SO42 7RA,01590 624 345,funerals,The Co-operative Group
3643036,J & T Rhodes,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,85 Higher Bents Lane,Bredbury,,Stockport,Cheshire,SK6 2NA,0161 430 2094,funerals,The Co-operative Group
3643037,S. Rigby Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,72 Victoria Road,,,Runcorn,Cheshire,WA7 5SR,01928 572 098,funerals,The Co-operative Group
3643038,R J Bartram & Son Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,31 Hargham Road,,,Attleborough,Norfolk,NR17 2ES,01953 452 798,funerals,The Co-operative Group
3643039,R J Bartram & Son Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,Russell House,17 Theatre Street,,Dereham,Norfolk,NR19 2EW,01362 699 484,funerals,The Co-operative Group
3643040,R J Bartram & Son Funeral Service,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,Henley House,42 Fairland Street,,Wymondham,Norfolk,NR18 0JS,01953 603 138,funerals,The Co-operative Group
3643041,R J Davies & Sons Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,5 Dillwyn Street,,,,Swansea,SA1 4AE,01792 654 369,funerals,The Co-operative Group
3643042,Roy J. Larcombe,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,56-58 Carlisle Street,,,Splott,Cardiff,CF24 2DT,029 2048 5175,funerals,The Co-operative Group
3643043,Roy J. Larcombe Funeral Directors,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,"Wenvoe Court, 477 Cowbridge Road",,,Ely,Cardiff,CF5 5TF,029 2059 7470,funerals,The Co-operative Group
3643044,Robert Davidson Funeral Directors,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 12:30,By Appointment,11 Whitevale Street,,,Dennistoun,Glasgow,G31 1QW,0141 554 2001,funerals,The Co-operative Group
3643045,W. Roberts,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,By Appointment,By Appointment,366 York Road,,,Leeds,West Yorkshire,LS9 9DN,0113 248 2038,funerals,The Co-operative Group
3643046,S Robertshaw Funeral Directors,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,By Appointment,By Appointment,25 Queen Street,Horbury,,Wakefield,West Yorkshire,WF4 6LP,01924 270 912,funerals,The Co-operative Group
3643047,Robinson & Jordan Funeral Service,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,By Appointment,By Appointment,230 Market Street,,,Hyde,Cheshire,SK14 1HB,0161 368 2441,funerals,The Co-operative Group
3643048,Rosemount Funeral Home,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,30 North Road,,,,Cardiff,CF10 3DY,029 2037 2321,funerals,The Co-operative Group
3643049,R. S. Cape,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,18 South Road,Waterloo,,Liverpool,Merseyside,L22 5PQ,0151 928 3488,funerals,The Co-operative Group
3643050,Salt & Son Funeral Directors & Monumental Masons,08:00 - 16:30,08:00 - 16:30,08:00 - 16:30,08:00 - 16:30,08:00 - 16:30,By Appointment,By Appointment,28 Bridge Street,,,Newcastle-Under-Lyme,Staffs,ST5 2RY,01782 617073,funerals,The Co-operative Group
3643051,Shaw & Son Funeral Directors,08:30 - 16:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 16:00,By Appointment,By Appointment,The Old Parsonage,20 Park Street,,Bolton,Lancashire,BL1 4BD,01204 526 218,funerals,The Co-operative Group
3643052,Shields Of Donaghadee,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,25 High Street,,,Donaghadee,County Down,BT21 0AH,028 9188 2825,funerals,The Co-operative Group
3643053,Simpsons Funeral Services,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,103/109 Eccles New Road,Salford,,Manchester,Greater Manchester,M5 4RX,0161 736 1072,funerals,The Co-operative Group
3643054,L. Stewart Dimond & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,2 Bridge Street,Garstang,,Preston,Lancashire,PR3 1YB,01995 602 316,funerals,The Co-operative Group
3643055,Stiles & M.K.Kennedy Funeral Service,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,879 Oldham Road,Newton Heath,,Manchester,Greater Manchester,M40 2EE,0161 205 4082,funerals,The Co-operative Group
3643056,Strathearn Funeral Directors,10:00 - 12:00. 13:00 - 15:00,10:00 - 12:00. 13:00 - 15:00,10:00 - 12:00. 13:00 - 15:00,10:00 - 12:00. 13:00 - 15:00,10:00 - 12:00. 13:00 - 15:00,By Appointment,By Appointment,29 Roods,,,Kirriemuir,Angus,DD8 4HN,01575 572 163,funerals,The Co-operative Group
3643057,C Taylor Funeral Services,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,973 Hyde Road,Gorton,,Manchester,Greater Manchester,M18 7FB,0161 223 0793,funerals,The Co-operative Group
3643058,T Clark Funeral Services,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,48 Teign Street,,,Teignmouth,Devon,TQ14 8EA,01626 775 141,funerals,The Co-operative Group
3643059,Tegid O Jones & Son,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,232-234 High Street,,,Prestatyn,Denbighshire,LL19 9BP,01745 853 949,funerals,The Co-operative Group
3643060,Thomas Morgan,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,72 Andrew Street,,,Llanelli,Carmarthenshire,SA15 3YP,01554 773 678,funerals,The Co-operative Group
3643061,Thomas Rea And Son Funeral Directors,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,By Appointment,By Appointment,227 Durham Road,,,Stockton,Stockton On Tees,TS19 0QA,01642 605 784,funerals,The Co-operative Group
3643062,Thomas Rea And Sons,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,407-409 Thornaby Road,,,Thornaby On Tees,Stockton On Tees,TS17 8QN,01642 769 933,funerals,The Co-operative Group
3643063,Thomas Rea And Son Funeral Directors,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,By Appointment,By Appointment,143 High Street,,,Yarm,Stockton On Tees,TS15 9AY,01642 784 885,funerals,The Co-operative Group
3643064,Thomas Rea And Son Funeral Directors,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,By Appointment,By Appointment,10 Myton Road,,,Ingleby Barwick,Stockton On Tees,TS17 0WA,01642 765 681,funerals,The Co-operative Group
3643065,Thornton Bros Funeral Directors,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,By Appointment,By Appointment,12 Moor Lane,Sherburn In Elmet,,Leeds,North Yorkshire,LS25 6DN,01977 683 063,funerals,The Co-operative Group
3643066,Tongs Funeral Service,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,56 Brighton Road,,,Rhyl,Denbighshire,LL18 3HG,01745 334 684,funerals,The Co-operative Group
3643067,Trapnell & Sherborne,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,Park House,Park Avenue,,Bideford,Devon,EX39 2QH,01237 472 008,funerals,The Co-operative Group
3643068,Vernon Shipley Funeral Directors,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,09:30 - 15:30,By Appointment,By Appointment,87 Penny Meadow,,,Ashton-Under-Lyne,Lancashire,OL6 6EP,0161 339 0696,funerals,The Co-operative Group
3643069,W. A. Brown & Son,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,By Appointment,By Appointment,Pembroke House,College Street,,Llantwit Major,Vale Of Glamorgan,CF61 1SG,01446 792 489,funerals,The Co-operative Group
3643070,Walter Johnston & Sons,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:00,09:00 - 12:00,By Appointment,"Unit 1, Bridgewater Shopping Centre",,,Erskine,Renfrewshire,PA8 7AA,0141 812 5947,funerals,The Co-operative Group
3643071,Walter Johnston & Sons,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 12:30,By Appointment,14 Fulbar Street,,,Renfrew,Renfrewshire,PA4 8PD,0141 886 4256,funerals,The Co-operative Group
3643072,Waring Mckenna Funerals,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,45 Grimshaw Park,,,Blackburn,Lancashire,BB2 3AG,01254 515 77,funerals,The Co-operative Group
3643073,G. & F. Webster & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,"Chapel Of Rest, 11 Marlborough Road",,,Brynmill,Swansea,SA2 0EB,01792 646 354,funerals,The Co-operative Group
3643074,J Westacott & Son Funeral Services,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,2A West Street,,,South Molton,Devon,EX36 4DG,01769 572 476,funerals,The Co-operative Group
3643075,Westlake Funeral Services,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:00,By Appointment,By Appointment,72 Victoria Road,St Budeaux,,Plymouth,Devon,PL5 1RF,01752 362 222,funerals,The Co-operative Group
3643076,"Wilson, Willoughby & Wetherills",09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,223 High Street,,,Northallerton,North Yorkshire,DL7 8LU,01609 772 122,funerals,The Co-operative Group
3643077,W H Hull Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 16:00,By Appointment,By Appointment,81 Church Road,Tarleton,,Nr Preston,Lancashire,PR4 6UP,01772 812 409,funerals,The Co-operative Group
3643078,William Black Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,1A Latch Road,,,Brechin,Angus,DD9 6JE,01356 625 731,funerals,The Co-operative Group
3643079,William Pressdee,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,1-2 Stanley Street,,,Mumbles,Swansea,SA3 4NE,01792 366 513,funerals,The Co-operative Group
3643080,B G Wills & Son Funeral Services,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,23 Brunswick Place,,,Dawlish,Devon,EX7 9PD,01626 862 426,funerals,The Co-operative Group
3643081,Windles Funeral Service,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,By Appointment,By Appointment,Sherbrooke,Skipton Road,,Barnoldswick,Lancashire,BB18 5EG,01282 813 345,funerals,The Co-operative Group
3643082,Wm Gilchrist,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,10 Oldmeldrum Road,,,Bucksburn,Aberdeen,AB21 9DT,01224 715 320,funerals,The Co-operative Group
3643083,Wm Gilchrist,08:00 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:00,By Appointment,By Appointment,Kaimhill Funeral Home,Old Crematorium,,Kaimhill Road,Aberdeen,AB10 7JL,01224 313 800,funerals,The Co-operative Group
3643084,Wm Gilchrist,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,By Appointment,By Appointment,10 Mastrick Shopping Centre,Greenfern Place,,Mastrick,Aberdeen,AB16 6JR,01224 680 189,funerals,The Co-operative Group
3643085,Wm Gilchrist,08:00 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:00,09:00 - 13:00,By Appointment,Bennachie House,44-46 Rose Street,,Aberdeen,Aberdeenshire,AB10 1UD,01224 627 272,funerals,The Co-operative Group
3643086,Woolnough Funeral Service,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,The Cemetery Chapel,Holton Road,,Halesworth,Suffolk,IP19 8HD,01986 872 204,funerals,The Co-operative Group
3643087,Worthington's Funeral Services,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,By Appointment,By Appointment,348 Derby Street,,,Bolton,Lancashire,BL3 6LF,01204 619 23,funerals,The Co-operative Group
3643088,W T Dunbar & Sons,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,178 - 182 Morningside Road,,,Morningside,Edinburgh,EH10 4PU,0131 447 8675,funerals,The Co-operative Group
3643089,W T Dunbar & Sons,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,62 Colinton Road,,,Craiglockhart,Edinburgh,EH14 1AT,0131 443 7829,funerals,The Co-operative Group
3643090,W T Dunbar & Sons,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,263 St. Johns Road,,,Corstorphine,Edinburgh,EH12 7XD,0131 334 1515,funerals,The Co-operative Group
3643091,W T Dunbar & Sons,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,112 Lothian Road,,,Edinburgh,Edinburgh,EH3 9BE,0131 229 4284,funerals,The Co-operative Group
3643092,W T Dunbar & Sons,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,08:45 - 17:00,09:00 - 16:00,By Appointment,By Appointment,138 Queensferry Road,,,Blackhall,Edinburgh,EH4 2BG,0131 332 1917,funerals,The Co-operative Group
3643093,Wylie & Lochhead,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:00,09:00 - 12:00,By Appointment,Unit 7 The Triangle Shopping Centre,,,Bishopbriggs,Glasgow,G64 2TR,0141 772 8212,funerals,The Co-operative Group
3643094,Wylie & Lochhead,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,08:30 - 12:30,By Appointment,860 Crow Road,,,Anniesland,Glasgow,G13 1HU,0141 954 4488,funerals,The Co-operative Group
3643095,Wylie & Lochhead,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,08:30 - 12:30,By Appointment,4 Eaglesham Road,,,Clarkston,Glasgow,G76 7BT,0141 644 5566,funerals,The Co-operative Group
3643096,Wylie & Lochhead,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,By Appointment,201 Pitt Street,,,Glasgow,Lanarkshire,G2 4DS,0141 332 2653,funerals,The Co-operative Group
3643097,Wylie & Lochhead,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,08:30 - 12:30,By Appointment,8 Main Street,,,Uddingston,Glasgow,G71 7HD,01698 818 822,funerals,The Co-operative Group
3643098,Wylie & Lochhead,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 16:30,08:30 - 12:30,By Appointment,27-31 Southwood Drive,,,Kings Park,Glasgow,G44 5SH,0141 637 8426,funerals,The Co-operative Group
3643099,Wynford Thomas & Son Funeral Directors,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,7 & 9 Herbert Street,,,Pontardawe,Neath Port Talbot,SA8 4EB,01792 863 265,funerals,The Co-operative Group
3643100,Wynford Thomas & Son,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,61 Commercial Street,,,Ystalyfera,Swansea,SA9 2HU,01639 842 422,funerals,The Co-operative Group
3643101,The Co-operative Funeralcare,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,Potter Hill,Greasbrough,,Rotherham,South Yorkshire,S61 4NU,01709 554 312,funerals,The Co-operative Group
3643102,The Co-operative Funeralcare,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,3B Queen Street,,,Brigg,North Lincolnshire,DN20 8HY,01652 653 621,funerals,The Co-operative Group
3643103,The Co-operative Funeralcare,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,By Appointment,By Appointment,75 High Street,Yeadon,,Leeds,West Yorkshire,LS19 7SP,01132 503 978,funerals,The Co-operative Group
3643104,The Co-operative Funeralcare,08:45 - 16:45,08:45 - 16:45,08:45 - 16:45,08:45 - 16:45,08:45 - 16:45,By Appointment,By Appointment,276 Newbold Road,,,Chesterfield,Derbyshire,S41 7AJ,01246 211 041,funerals,The Co-operative Group
3643105,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,77 Harborough Road,,,Kingsthorpe,Northampton,NN2 7SL,01604 714 077,funerals,The Co-operative Group
3643106,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,30 High Street,,,Billericay,Essex,CM12 9BQ,01277 658 007,funerals,The Co-operative Group
3643107,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,31 East Gate,,,Harlow,Essex,CM20 1HP,01279 428 443,funerals,The Co-operative Group
3643108,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,1B And 1C High Street,,,Tonbridge,Kent,TN9 1SG,01732 358 547,funerals,The Co-operative Group
3643109,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,27A St Thomas Street,,,Lymington,Hampshire,SO41 9NE,01590 677 170,funerals,The Co-operative Group
3643110,The Co-operative Funeralcare,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,By Appointment,By Appointment,Gwersyllt District Centre,Dodds Lane,,Gwersyllt,Wrexham,LL11 4NT,01978 753 277,funerals,The Co-operative Group
3643111,The Co-operative Funeralcare,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,By Appointment,By Appointment,6 Brownlow Street Parade,Brownlow Street,,Whitchurch,Shropshire,SY13 1QW,01948 665 687,funerals,The Co-operative Group
3643112,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,292A Oldham Road,Failsworth,,Manchester,Greater Manchester,M35 0HB,01616 826 139,funerals,The Co-operative Group
3643113,The Co-operative Funeralcare,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,By Appointment,By Appointment,214 Bramhall Lane,Davenport,,Stockport,Cheshire,SK3 8TE,01614 561 709,funerals,The Co-operative Group
3643114,"The Co-operative Food - Aldershot, 97 North Lane",07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,97 North Lane,,,Aldershot,,GU12 4QJ,01252 331887,food,The Co-operative Group
